author	author_id	title	lang	holdings	editions	type
Peter Jacso	lccn-n91082694	Ready reference on the Web : high quality free Web databases for ready reference	1	1	1	rcrd
Peter Jacso	lccn-n91082694	World at your fingertips : CD-ROM atlases in 1998	1	1	1	art
Peter Jacso	lccn-n91082694	Finding sites on the Web : Web directories and classified guides	1	1	1	rcrd
Peter Jacso	lccn-n91082694	General English dictionaries polysearch engine	1	1	1	file
Peter Jacso	lccn-n91082694	Evaluating the journal base of databases using the impact factor of the ISI journal citation reports	1	1	1	art
Peter Jacso	lccn-n91082694	Living Together with Microcomputers and Computer Raedable Materials in Libraries	1	1	1	art
Peter Jacso	lccn-n91082694	Mapping Algorithms to Translate Natural Language Questions into Search Queries for Web Databases	1	1	1	art
Peter Jacso	lccn-n91082694	Enhancements of systems and products with web resources	1	1	1	art
Peter Jacso	lccn-n91082694	"State-of-the-art multimedia in 1996 : the ""big four general encyclopedias on CD-ROM"	1	1	1	art
Peter Jacso	np-jasco,%20peter	Long live books on paper : and their directors & reviews on CD-Room	1	1	1	art
Emilio Delgado López-Cózar	lccn-n91050689	El libro : creación, producción y consumo en la Granada del siglo XIX	2	48	13	book
Emilio Delgado López-Cózar	lccn-n91050689	La investigación en biblioteconomía y documentación	1	40	6	book
Emilio Delgado López-Cózar	lccn-n91050689	Índice de impacto de las revistas españolas de biblioteconomía y documentación	1	29	2	file
Emilio Delgado López-Cózar	lccn-n91050689	Las cifras de la infraestructura, profesión y educación documental en España: 2005	1	28	2	file
Emilio Delgado López-Cózar	lccn-n91050689	La edición de revistas científicas : directrices, criterios y modelos de evaluación	1	21	11	book
Emilio Delgado López-Cózar	lccn-n91050689	El libro: creación, producción y consumo en la Granada del siglo XIX	1	8	3	book
Emilio Delgado López-Cózar	lccn-n91050689	Normalización de revistas científicas [fichero informático] : método de evaluación	1	2	1	book
Emilio Delgado López-Cózar	lccn-n91050689	Normalización de revistas científicas método de evaluación	1	2	2	book
Emilio Delgado López-Cózar	lccn-n91050689	Normalización de revistas científicas método de evaluación : versión bajo windows	1	2	2	file
Emilio Delgado López-Cózar	lccn-n91050689	El libro : creación, producción y consumo en la Granada del siglo XIX	1	1	1	book
Emilio Delgado López-Cózar	lccn-n91050689	La Investigación en Biblioteconomía y Documentación	1	1	1	book
Emilio Delgado López-Cózar	lccn-n91050689	El fraude en la ciencia : reflexiones a partir del caso Hwang	1	1	1	art
Emilio Delgado López-Cózar	lccn-n91050689	Anuario thinkepi 2009 : análisis de tendencias en información y documentación	1	1	1	book
Emilio Delgado López-Cózar	lccn-n91050689	Coverage, field specialisation and the impact of scientific publishers indexed in the Book Citation Index	1	1	1	file
Emilio Delgado López-Cózar	lccn-n91050689	Normalización de las revistas médicas españolas : evaluación de sus grado de ajuste a las normas internacionales de presentación de publicaciones periódicas	1	1	1	book
Emilio Delgado López-Cózar	lccn-n91050689	La imprenta en Granada : escritores, impresores y lectores entre 1868 y 1900	1	1	1	book
Emilio Delgado López-Cózar	lccn-n91050689	El profesional de la informacion en el Social science citation index	1	1	1	art
Emilio Delgado López-Cózar	lccn-n91050689	Evaluación y aplicación de las normas de presentación de publicaciones periódicas : revisión bibliográfica	1	1	1	art
Emilio Delgado López-Cózar	lccn-n91050689	Seminario de normalización de las revistas científicas españolas de Ciencias de la Salud	1	1	1	book
Emilio Delgado López-Cózar	lccn-n91050689	Criterios del Institute for Scientific Information para la selección de revistas científicas : su aplicación a las revistas españolas : metodología e indicadores	1	1	1	book
Peter Van den Besselaar	lccn-n90719972	Digital cities III : information technologies for social capital: cross-cultural perspectives ; third International Digital Cities Workshop, Amsterdam, the Netherlands, September 18-19, 2003 ; revised selected papers	1	611	23	file
Peter Van den Besselaar	lccn-n90719972	Communities and technologies 2005 : proceedings of the Second Communities and Technologies Conference, Milano 2005	1	509	14	file
Peter Van den Besselaar	lccn-n90719972	Digital cities II : computational and sociological approaches : second Kyoto Workshop on Digital Cities, Kyoto, Japan, October 18-20, 2001 : revised papers	1	369	20	book
Peter Van den Besselaar	lccn-n90719972	Models of science dynamics : encounters between complexity theory and information sciences	1	354	12	file
Peter Van den Besselaar	lccn-n90719972	Evolutionary economics and chaos theory : new directions in technology studies	1	299	18	book
Peter Van den Besselaar	lccn-n90719972	Information system, work and organization design : proceedings of the IFIP TC9/WG9.1 Working Conference on Information System, Work and Organization Design, Berlin, GDR, 10-13 July, 1989	1	108	13	book
Peter Van den Besselaar	lccn-n90719972	Social dimensions of information and communication technology policy : proceedings of the Eighth International Conference on Human Choice and Computers (HCC8), IFIP TC 9, Pretoria, South Africa, September 25-26, 2008	1	83	13	file
Peter Van den Besselaar	lccn-n90719972	Digital Cities III. Information Technologies for Social Capital: Cross-cultural Perspectives Third International Digital Cities Workshop, Amsterdam, the Netherlands, September 18-19, 2003, Revised Selected Papers	1	14	1	file
Peter Van den Besselaar	lccn-n90719972	PDC 2004 : artful integration : interweaving media, materials, and practices : proceedings of the eighth Participatory Design Conference 2004 : July 27-31, 2004, Toronto, Canada	1	12	1	file
Peter Van den Besselaar	lccn-n90719972	Proceedings of the Eighth conference on Participatory Design	1	11	1	file
Peter Van den Besselaar	lccn-n90719972	Spel, netwerk, planning : verslag van drie studiebijeenkomsten van de werkgroep Methodologie en Bestuurskunde	1	9	1	book
Peter Van den Besselaar	lccn-n90719972	The intellectual salmon run: knowledge transfer and dynamics between academia and industry	1	9	1	book
Peter Van den Besselaar	lccn-n90719972	Report of the Workshop on Industrial Policy in France and the Netherlands: held 22-6-1984 at SISWO, Amsterdam	1	8	1	book
Peter Van den Besselaar	lccn-n90719972	Talent proof : selection processes in research funding and careers	1	8	1	book
Peter Van den Besselaar	lccn-n90719972	Organizing collaborative research : the dynamics and long-term effects of multi-actor research programs	1	6	1	book
Peter Van den Besselaar	lccn-n90719972	Kennissystemen : maatschappelijke kansen en risico's	1	5	1	book
Peter Van den Besselaar	lccn-n90719972	Universitaire onderzoeksloopbanen : een verkenning van problemen en oplossingen	1	4	2	book
Peter Van den Besselaar	lccn-n90719972	PDC 2004 : artful integration : interweaving media, materials, and practices : proceedings of the eighth Participatory Design Conference 2004 : July 27-31, 2004, Toronto, Canada	1	4	1	file
Peter Van den Besselaar	lccn-n90719972	Studies in social aspects of information technology	1	3	1	book
Peter Van den Besselaar	lccn-n90719972	Onderzoeksprogramma 2005-2008 : science system assessment	1	3	1	book
Peter Van den Besselaar	viaf-200858379	Social dimensions of information and communication technology policy : proceedings of the Eighth International Conference on Human Choice and Computers (HCC8), IFIP TC 9, Pretoria, South Africa, September 25-26, 2008	1	376	4	file
Peter Van den Besselaar	viaf-200858379	Digital Cities II: Computational and Sociological Approaches : Second Kyoto Workshop on Digital Cities Kyoto, Japan, October 18-20, 2001 Revised Papers	1	46	2	file
Peter Van den Besselaar	viaf-200858379	Communities and technologies 2005 : proceedings of the Second Communities and Technologies Conference, Milano 2005	2	19	7	file
Peter Van den Besselaar	viaf-200858379	Models of science dynamics : encounters between complexity theory and information sciences	1	15	5	file
Peter Van den Besselaar	viaf-200858379	Communities and Technologies 2005 00 : Proceedings of the Second Communities and Technologies Conference, Milano 2005	1	0	2	file
Peter Van den Besselaar	np-besselaar,%20van%20den%20peter	SRM database of social research methodology : a bibliography covering the period 1970-2003	1	1	1	book
Peter Van den Besselaar	np-besselaar,%20peter%20van%20der	Digital cities III information technologies for social capital : Third Workshop on Digital Cities : Amsterdam, Netherlands, September 18-19, 2005 : revised selected papers	1	2	1	file
Peter Van den Besselaar	np-besselaar,%20peter%20van%20der	Digital cities III : information technologies for social capital : Third Workshop on Digital Cities : Amsterdam, Netherlands, September 18-19, 2005 : revised selected papers	1	1	1	book
Peter Van den Besselaar	np-besselaar,%20p%20van%20den	Betaald en onbetaald werk : verschillende vormen van participatie in de verzorgingstaat	1	1	1	art
Peter Van den Besselaar	np-besselaar,%20p%20van%20den	National differences in service employment, trends, causes and consequences	1	1	1	art
Peter Van den Besselaar	np-besselaar,p%20van%20den	Grenzen aan invloed. Werknemers en besluitvorming over technologie	1	1	1	file
Vincent Larivière	lccn-n2017180793	Measuring research : what everyone needs to know	1	282	15	book
Vincent Larivière	lccn-n2017180793	Mesure la science	2	52	8	book
Vincent Larivière	lccn-n2017180793	L'impact du programme nouveaux chercheurs sur le financement de la recherche	1	18	1	file
Vincent Larivière	lccn-n2017180793	A bibliometric analysis of Quebec's PhD students' contribution to the advancement of knowledge	1	6	2	file
Vincent Larivière	lccn-n2017180793	The declining scientific impact of theses : implications for electronic thesis and dissertation repositories and graduate studies	1	5	3	book
Vincent Larivière	lccn-n2017180793	The place of serials in referencing practices : comparing natural sciences and engineering with social sciences and humanities	1	4	2	book
Vincent Larivière	lccn-n2017180793	Bibliometric analysis of mental health research : 1980-2008	1	4	2	file
Vincent Larivière	lccn-n2017180793	Proceedings of STI 2012 Montréal : 17th International Conference on Science and Technology Indicators	1	4	2	book
Vincent Larivière	lccn-n2017180793	Sciences, technologies et sociétés de A à Z	1	3	1	file
Vincent Larivière	lccn-n2017180793	Bibliographic analysis of mental health research : 1980-2008	1	2	1	file
Vincent Larivière	lccn-n2017180793	Project Ecosystem : mapping the global mental health research funding system	1	2	2	book
Vincent Larivière	lccn-n2017180793	Cities and the geographical deconcentration of scientific activity: A multilevel analysis of publications (1987-2007)	1	1	1	file
Vincent Larivière	lccn-n2017180793	On the relationship between interdisciplinarity and scientific impact	1	1	1	art
Vincent Larivière	lccn-n2017180793	L'astrophysique au Québec depuis 1945 : émergence, consolidation et internationalisation d'une communauté périphérique	1	1	1	book
Vincent Larivière	lccn-n2017180793	50 ans de 'Criminologie'	1	1	1	book
Vincent Larivière	lccn-n2017180793	Les recherches collaboratives en sciences humaines : analyse bibliométrique des pratiques	1	1	1	book
Vincent Larivière	lccn-n2017180793	ASIS&T annual meeting pre‐conference activities: Full room for the third SIG/MET workshop	1	1	1	file
Vincent Larivière	lccn-n2017180793	"Tweets as impact indicators: Examining the implications of automated ""bot"" accounts on Twitter"	1	1	1	file
Vincent Larivière	lccn-n2017180793	On the composition of scientific abstracts	1	1	1	art
Vincent Larivière	lccn-n2017180793	Mapping the linguistic context of citations	1	1	1	file
Vincent Larivière	viaf-2694152025923203600006	Measuring research : what everyone needs to know	1	13	2	book
Caroline S. Wagner	lccn-no95037161	Global science & technology information : a new spin on access	2	2378	14	file
Caroline S. Wagner	lccn-no95037161	New forces at work : industry views critical technologies	1	1557	8	file
Caroline S. Wagner	lccn-no95037161	The new invisible college : science for development	1	1269	14	file
Caroline S. Wagner	lccn-no95037161	The Collaborative Era in Science : Governing the Network	2	233	12	file
Caroline S. Wagner	lccn-no95037161	International cooperation in research and development : an update to an inventory of U.S. Government spending	1	192	7	book
Caroline S. Wagner	lccn-no95037161	U.S. government funding for science and technology cooperation with Russia	1	187	6	book
Caroline S. Wagner	lccn-no95037161	International cooperation in research and development : an inventory of U.S. government spending and a framework for measuring benefits	1	184	5	book
